Facility ID,Facility Name,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Readmission national comparison,Patient experience national comparison,Mortality national comparison
103548,Hospital 3548,City 48,OH,13548,County 48,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Same as the national average,Below the national average
103549,Hospital 3549,City 49,NY,13549,County 49,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Below the national average,Same as the national average
103550,Hospital 3550,City 50,NY,13550,County 0,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Same as the national average,Not Available
103551,Hospital 3551,City 51,CA,13551,County 1,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Not Available,Not Available
103552,Hospital 3552,City 52,OH,13552,County 2,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Not Available
103553,Hospital 3553,City 53,NC,13553,County 3,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Above the national average,Not Available,Above the national average
103554,Hospital 3554,City 54,IL,13554,County 4,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Same as the national average,Above the national average
103555,Hospital 3555,City 55,PA,13555,County 5,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Above the national average,Below the national average
103556,Hospital 3556,City 56,NY,13556,County 6,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Not Available,Above the national average
103557,Hospital 3557,City 57,PA,13557,County 7,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Above the national average,Below the national average
103558,Hospital 3558,City 58,FL,13558,County 8,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Above the national average,Not Available
103559,Hospital 3559,City 59,NC,13559,County 9,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Below the national average,Below the national average
103560,Hospital 3560,City 60,TX,13560,County 10,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Same as the national average,Below the national average
103561,Hospital 3561,City 61,TX,13561,County 11,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Not Available,Same as the national average
103562,Hospital 3562,City 62,GA,13562,County 12,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Same as the national average,Same as the national average
103563,Hospital 3563,City 63,TX,13563,County 13,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Above the national average,Not Available
103564,Hospital 3564,City 64,PA,13564,County 14,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Not Available,Above the national average
103565,Hospital 3565,City 65,OH,13565,County 15,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Same as the national average,Below the national average
103566,Hospital 3566,City 66,CA,13566,County 16,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Same as the national average,Above the national average
103567,Hospital 3567,City 67,PA,13567,County 17,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Above the national average,Same as the national average
103568,Hospital 3568,City 68,MI,13568,County 18,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Same as the national average,Not Available
103569,Hospital 3569,City 69,MI,13569,County 19,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Same as the national average,Not Available
103570,Hospital 3570,City 70,IL,13570,County 20,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Not Available,Above the national average
103571,Hospital 3571,City 71,CA,13571,County 21,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Same as the national average,Above the national average
103572,Hospital 3572,City 72,OH,13572,County 22,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Above the national average,Below the national average,Above the national average
103573,Hospital 3573,City 73,NY,13573,County 23,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Same as the national average,Same as the national average
103574,Hospital 3574,City 74,OH,13574,County 24,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Below the national average,Not Available
103575,Hospital 3575,City 75,MI,13575,County 25,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Same as the national average,Below the national average
103576,Hospital 3576,City 76,GA,13576,County 26,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Same as the national average,Above the national average
103577,Hospital 3577,City 77,OH,13577,County 27,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Same as the national average,Below the national average
103578,Hospital 3578,City 78,MI,13578,County 28,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Same as the national average,Same as the national average
103579,Hospital 3579,City 79,GA,13579,County 29,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Above the national average,Same as the national average
103580,Hospital 3580,City 80,MI,13580,County 30,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Below the national average,Above the national average
103581,Hospital 3581,City 81,IL,13581,County 31,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Not Available,Not Available
103582,Hospital 3582,City 82,GA,13582,County 32,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Not Available,Same as the national average
103583,Hospital 3583,City 83,NC,13583,County 33,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Not Available,Below the national average
103584,Hospital 3584,City 84,MI,13584,County 34,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Above the national average,Not Available
103585,Hospital 3585,City 85,IL,13585,County 35,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Below the national average,Not Available
103586,Hospital 3586,City 86,NY,13586,County 36,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Above the national average,Same as the national average
103587,Hospital 3587,City 87,MI,13587,County 37,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Above the national average,Below the national average
103588,Hospital 3588,City 88,IL,13588,County 38,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Below the national average,Below the national average
103589,Hospital 3589,City 89,NC,13589,County 39,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Same as the national average,Same as the national average,Same as the national average
103590,Hospital 3590,City 90,PA,13590,County 40,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Same as the national average,Above the national average
103591,Hospital 3591,City 91,TX,13591,County 41,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Above the national average,Same as the national average
103592,Hospital 3592,City 92,PA,13592,County 42,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Above the national average,Same as the national average
103593,Hospital 3593,City 93,PA,13593,County 43,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Same as the national average,Not Available
103594,Hospital 3594,City 94,MI,13594,County 44,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Same as the national average,Same as the national average
103595,Hospital 3595,City 95,TX,13595,County 45,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Same as the national average,Not Available
103596,Hospital 3596,City 96,TX,13596,County 46,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Below the national average,Same as the national average
103597,Hospital 3597,City 97,CA,13597,County 47,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Below the national average,Above the national average,Same as the national average
103598,Hospital 3598,City 98,MI,13598,County 48,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Not Available,Below the national average
103599,Hospital 3599,City 99,MI,13599,County 49,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Same as the national average,Same as the national average
103600,Hospital 3600,City 0,GA,13600,County 0,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Not Available,Not Available
103601,Hospital 3601,City 1,IL,13601,County 1,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Above the national average,Above the national average
103602,Hospital 3602,City 2,OH,13602,County 2,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Above the national average,Same as the national average
103603,Hospital 3603,City 3,GA,13603,County 3,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Above the national average,Same as the national average,Same as the national average
103604,Hospital 3604,City 4,OH,13604,County 4,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Above the national average,Not Available
103605,Hospital 3605,City 5,PA,13605,County 5,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Not Available,Below the national average
103606,Hospital 3606,City 6,GA,13606,County 6,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Below the national average,Not Available
103607,Hospital 3607,City 7,CA,13607,County 7,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Above the national average,Not Available
103608,Hospital 3608,City 8,FL,13608,County 8,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Below the national average,Below the national average
103609,Hospital 3609,City 9,TX,13609,County 9,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Same as the national average,Above the national average
103610,Hospital 3610,City 10,CA,13610,County 10,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Below the national average,Above the national average
103611,Hospital 3611,City 11,PA,13611,County 11,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Above the national average
103612,Hospital 3612,City 12,MI,13612,County 12,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Not Available
103613,Hospital 3613,City 13,GA,13613,County 13,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Not Available,Same as the national average
103614,Hospital 3614,City 14,PA,13614,County 14,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Above the national average,Same as the national average
103615,Hospital 3615,City 15,IL,13615,County 15,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Above the national average,Same as the national average,Above the national average
103616,Hospital 3616,City 16,IL,13616,County 16,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Not Available,Not Available
103617,Hospital 3617,City 17,OH,13617,County 17,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Same as the national average,Not Available
103618,Hospital 3618,City 18,PA,13618,County 18,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Same as the national average,Below the national average
103619,Hospital 3619,City 19,GA,13619,County 19,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Above the national average,Below the national average
103620,Hospital 3620,City 20,NC,13620,County 20,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Same as the national average,Below the national average
103621,Hospital 3621,City 21,OH,13621,County 21,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Same as the national average,Above the national average
103622,Hospital 3622,City 22,NC,13622,County 22,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Same as the national average,Same as the national average
103623,Hospital 3623,City 23,PA,13623,County 23,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Below the national average,Above the national average
103624,Hospital 3624,City 24,MI,13624,County 24,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Same as the national average,Same as the national average
103625,Hospital 3625,City 25,PA,13625,County 25,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Below the national average,Not Available
103626,Hospital 3626,City 26,TX,13626,County 26,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Not Available,Same as the national average
103627,Hospital 3627,City 27,MI,13627,County 27,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Above the national average,Same as the national average
103628,Hospital 3628,City 28,TX,13628,County 28,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Same as the national average
103629,Hospital 3629,City 29,MI,13629,County 29,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Not Available,Same as the national average
103630,Hospital 3630,City 30,GA,13630,County 30,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Not Available,Above the national average
103631,Hospital 3631,City 31,IL,13631,County 31,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Not Available,Same as the national average
103632,Hospital 3632,City 32,TX,13632,County 32,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Above the national average,Above the national average
103633,Hospital 3633,City 33,FL,13633,County 33,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Same as the national average,Same as the national average
103634,Hospital 3634,City 34,PA,13634,County 34,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Same as the national average,Same as the national average,Same as the national average
103635,Hospital 3635,City 35,IL,13635,County 35,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Same as the national average,Not Available
103636,Hospital 3636,City 36,NY,13636,County 36,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Above the national average,Same as the national average,Not Available
103637,Hospital 3637,City 37,GA,13637,County 37,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Below the national average,Not Available
103638,Hospital 3638,City 38,CA,13638,County 38,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Not Available,Same as the national average
103639,Hospital 3639,City 39,OH,13639,County 39,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Above the national average,Above the national average
103640,Hospital 3640,City 40,MI,13640,County 40,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Same as the national average,Same as the national average
103641,Hospital 3641,City 41,IL,13641,County 41,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Not Available,Same as the national average
103642,Hospital 3642,City 42,FL,13642,County 42,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Not Available,Above the national average
103643,Hospital 3643,City 43,NY,13643,County 43,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Not Available,Below the national average
103644,Hospital 3644,City 44,TX,13644,County 44,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Below the national average,Below the national average
103645,Hospital 3645,City 45,IL,13645,County 45,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Same as the national average,Not Available
103646,Hospital 3646,City 46,GA,13646,County 46,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Not Available,Not Available
103647,Hospital 3647,City 47,NY,13647,County 47,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Below the national average,Same as the national average
103648,Hospital 3648,City 48,MI,13648,County 48,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Above the national average,Not Available
103649,Hospital 3649,City 49,PA,13649,County 49,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Above the national average,Above the national average
103650,Hospital 3650,City 50,GA,13650,County 0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Below the national average,Same as the national average,Above the national average
103651,Hospital 3651,City 51,TX,13651,County 1,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Not Available,Below the national average
103652,Hospital 3652,City 52,IL,13652,County 2,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Same as the national average,Same as the national average
103653,Hospital 3653,City 53,IL,13653,County 3,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Same as the national average,Not Available
103654,Hospital 3654,City 54,MI,13654,County 4,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Same as the national average,Below the national average
103655,Hospital 3655,City 55,IL,13655,County 5,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Same as the national average,Not Available
103656,Hospital 3656,City 56,NC,13656,County 6,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Same as the national average,Same as the national average
103657,Hospital 3657,City 57,NC,13657,County 7,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Above the national average,Above the national average
103658,Hospital 3658,City 58,MI,13658,County 8,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Below the national average,Not Available
103659,Hospital 3659,City 59,IL,13659,County 9,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Below the national average,Same as the national average
103660,Hospital 3660,City 60,PA,13660,County 10,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Not Available,Above the national average
103661,Hospital 3661,City 61,IL,13661,County 11,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Not Available,Not Available
103662,Hospital 3662,City 62,CA,13662,County 12,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Below the national average,Below the national average
103663,Hospital 3663,City 63,FL,13663,County 13,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Not Available,Above the national average
103664,Hospital 3664,City 64,NC,13664,County 14,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Below the national average,Not Available
103665,Hospital 3665,City 65,GA,13665,County 15,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Not Available,Above the national average
103666,Hospital 3666,City 66,PA,13666,County 16,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Above the national average,Above the national average
103667,Hospital 3667,City 67,TX,13667,County 17,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Above the national average,Above the national average
103668,Hospital 3668,City 68,NC,13668,County 18,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Not Available,Not Available
103669,Hospital 3669,City 69,NY,13669,County 19,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Not Available,Not Available
103670,Hospital 3670,City 70,NY,13670,County 20,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Same as the national average,Not Available
103671,Hospital 3671,City 71,IL,13671,County 21,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Same as the national average,Above the national average
103672,Hospital 3672,City 72,OH,13672,County 22,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Above the national average,Not Available
103673,Hospital 3673,City 73,GA,13673,County 23,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Same as the national average,Same as the national average,Same as the national average
103674,Hospital 3674,City 74,OH,13674,County 24,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Above the national average,Above the national average
103675,Hospital 3675,City 75,NC,13675,County 25,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Below the national average,Same as the national average
103676,Hospital 3676,City 76,NC,13676,County 26,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Above the national average,Not Available,Not Available
103677,Hospital 3677,City 77,FL,13677,County 27,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Same as the national average,Not Available
103678,Hospital 3678,City 78,OH,13678,County 28,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Below the national average,Above the national average,Below the national average
103679,Hospital 3679,City 79,MI,13679,County 29,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Not Available,Above the national average
103680,Hospital 3680,City 80,IL,13680,County 30,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Not Available,Above the national average
103681,Hospital 3681,City 81,OH,13681,County 31,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Above the national average,Above the national average
103682,Hospital 3682,City 82,OH,13682,County 32,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Not Available,Same as the national average
103683,Hospital 3683,City 83,MI,13683,County 33,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Same as the national average,Not Available
103684,Hospital 3684,City 84,CA,13684,County 34,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Same as the national average,Same as the national average
103685,Hospital 3685,City 85,GA,13685,County 35,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Above the national average,Not Available,Below the national average
103686,Hospital 3686,City 86,MI,13686,County 36,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Below the national average,Same as the national average
103687,Hospital 3687,City 87,NY,13687,County 37,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Same as the national average,Above the national average,Same as the national average
103688,Hospital 3688,City 88,PA,13688,County 38,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Above the national average,Above the national average,Below the national average
103689,Hospital 3689,City 89,PA,13689,County 39,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Not Available,Same as the national average
103690,Hospital 3690,City 90,CA,13690,County 40,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Same as the national average,Above the national average
103691,Hospital 3691,City 91,PA,13691,County 41,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Below the national average,Same as the national average
103692,Hospital 3692,City 92,NC,13692,County 42,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Same as the national average,Above the national average
103693,Hospital 3693,City 93,GA,13693,County 43,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Above the national average,Not Available
103694,Hospital 3694,City 94,OH,13694,County 44,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Below the national average,Above the national average
103695,Hospital 3695,City 95,CA,13695,County 45,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Above the national average,Below the national average
103696,Hospital 3696,City 96,NY,13696,County 46,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Above the national average,Above the national average,Not Available
103697,Hospital 3697,City 97,NY,13697,County 47,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Above the national average,Not Available
103698,Hospital 3698,City 98,NY,13698,County 48,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Above the national average,Not Available
103699,Hospital 3699,City 99,TX,13699,County 49,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Not Available,Same as the national average
103700,Hospital 3700,City 0,IL,13700,County 0,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Above the national average,Above the national average
103701,Hospital 3701,City 1,GA,13701,County 1,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Same as the national average,Not Available
103702,Hospital 3702,City 2,IL,13702,County 2,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Above the national average,Not Available
103703,Hospital 3703,City 3,MI,13703,County 3,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Not Available,Above the national average,Same as the national average
103704,Hospital 3704,City 4,GA,13704,County 4,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Above the national average,Above the national average
103705,Hospital 3705,City 5,NC,13705,County 5,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Above the national average,Not Available
103706,Hospital 3706,City 6,NY,13706,County 6,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Below the national average,Below the national average
103707,Hospital 3707,City 7,IL,13707,County 7,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Same as the national average,Below the national average
103708,Hospital 3708,City 8,PA,13708,County 8,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Same as the national average,Above the national average
103709,Hospital 3709,City 9,IL,13709,County 9,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Below the national average,Same as the national average
103710,Hospital 3710,City 10,OH,13710,County 10,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Same as the national average,Same as the national average
103711,Hospital 3711,City 11,GA,13711,County 11,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Same as the national average,Below the national average
103712,Hospital 3712,City 12,MI,13712,County 12,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Same as the national average,Not Available
103713,Hospital 3713,City 13,GA,13713,County 13,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Below the national average,Same as the national average,Not Available
103714,Hospital 3714,City 14,PA,13714,County 14,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Below the national average
103715,Hospital 3715,City 15,FL,13715,County 15,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Not Available,Below the national average
103716,Hospital 3716,City 16,IL,13716,County 16,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Below the national average,Same as the national average
103717,Hospital 3717,City 17,CA,13717,County 17,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Not Available,Same as the national average
103718,Hospital 3718,City 18,NC,13718,County 18,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Not Available,Same as the national average
103719,Hospital 3719,City 19,FL,13719,County 19,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Above the national average,Not Available
103720,Hospital 3720,City 20,OH,13720,County 20,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Below the national average,Above the national average
103721,Hospital 3721,City 21,TX,13721,County 21,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Not Available,Same as the national average
103722,Hospital 3722,City 22,TX,13722,County 22,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Not Available,Same as the national average
103723,Hospital 3723,City 23,TX,13723,County 23,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Above the national average,Not Available
103724,Hospital 3724,City 24,OH,13724,County 24,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Not Available,Same as the national average
103725,Hospital 3725,City 25,FL,13725,County 25,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Same as the national average,Same as the national average
103726,Hospital 3726,City 26,PA,13726,County 26,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Not Available,Not Available
103727,Hospital 3727,City 27,MI,13727,County 27,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Above the national average,Below the national average
103728,Hospital 3728,City 28,CA,13728,County 28,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Below the national average
103729,Hospital 3729,City 29,MI,13729,County 29,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Same as the national average,Same as the national average
103730,Hospital 3730,City 30,MI,13730,County 30,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Not Available,Above the national average
103731,Hospital 3731,City 31,NY,13731,County 31,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Below the national average,Above the national average
103732,Hospital 3732,City 32,GA,13732,County 32,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Below the national average,Same as the national average
103733,Hospital 3733,City 33,NY,13733,County 33,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Above the national average,Same as the national average,Below the national average
103734,Hospital 3734,City 34,CA,13734,County 34,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Below the national average,Same as the national average
103735,Hospital 3735,City 35,NC,13735,County 35,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Not Available,Below the national average
103736,Hospital 3736,City 36,OH,13736,County 36,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Below the national average,Above the national average
103737,Hospital 3737,City 37,PA,13737,County 37,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Same as the national average,Below the national average
103738,Hospital 3738,City 38,FL,13738,County 38,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Not Available,Not Available,Not Available
103739,Hospital 3739,City 39,MI,13739,County 39,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Not Available,Same as the national average
103740,Hospital 3740,City 40,MI,13740,County 40,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Same as the national average,Above the national average
